9.015552997589111328e-01 3.113904893398284912e-01 9.851012229919433594e-01 4.776896536350250244e-02 6.921452045440673828e+00
9.765532016754150391e-01 8.066985011100769043e-02 9.891577959060668945e-01 3.635895252227783203e-02 1.233874320983886719e+00
9.815359115600585938e-01 6.100861355662345886e-02 9.898338317871093750e-01 3.463511168956756592e-02 1.227625131607055664e+00
9.843275547027587891e-01 5.143835395574569702e-02 9.900090098381042480e-01 3.488421440124511719e-02 1.237111330032348633e+00
9.862723350524902344e-01 4.444839060306549072e-02 9.893079996109008789e-01 3.515696525573730469e-02 1.213963270187377930e+00
9.870693683624267578e-01 4.195435345172882080e-02 9.904848337173461914e-01 3.631990030407905579e-02 1.225303649902343750e+00
9.884339570999145508e-01 3.804337233304977417e-02 9.900841712951660156e-01 3.891366720199584961e-02 1.218232154846191406e+00
9.885467290878295898e-01 3.719716519117355347e-02 9.912359714508056641e-01 3.646356239914894104e-02 1.219155073165893555e+00
9.887846112251281738e-01 3.712176531553268433e-02 9.908104538917541504e-01 4.175239056348800659e-02 1.227511882781982422e+00
9.896651506423950195e-01 3.373172879219055176e-02 9.906100630760192871e-01 4.336421936750411987e-02 1.235190153121948242e+00
9.893397092819213867e-01 3.513803705573081970e-02 9.909355640411376953e-01 3.903323784470558167e-02 1.254632711410522461e+00
9.898905754089355469e-01 3.302857279777526855e-02 9.915615916252136230e-01 3.528843075037002563e-02 1.224198341369628906e+00
9.901911616325378418e-01 3.316375985741615295e-02 9.916867613792419434e-01 4.129485040903091431e-02 1.230211019515991211e+00
9.904498457908630371e-01 3.294382244348526001e-02 9.914864301681518555e-01 4.600209370255470276e-02 1.268841743469238281e+00
9.909383058547973633e-01 3.081295825541019440e-02 9.903095960617065430e-01 5.260389298200607300e-02 1.091708660125732422e+00
9.913637042045593262e-01 2.994805574417114258e-02 9.920873641967773438e-01 5.116666853427886963e-02 1.223361015319824219e+00
