9.158692359924316406e-01 2.662160992622375488e-01 9.864157438278198242e-01 4.189933091402053833e-02 9.840304613113403320e+00
9.829710721969604492e-01 5.658783018589019775e-02 9.894456863403320312e-01 3.835866600275039673e-02 1.308267116546630859e+00
9.882879853248596191e-01 3.814608603715896606e-02 9.902470111846923828e-01 4.043519869446754456e-02 1.455846071243286133e+00
9.902432560920715332e-01 3.151096031069755554e-02 9.909731149673461914e-01 3.723396360874176025e-02 1.139089345932006836e+00
9.914910793304443359e-01 2.784147299826145172e-02 9.910482168197631836e-01 3.908268362283706665e-02 1.316559791564941406e+00
9.920212030410766602e-01 2.633994445204734802e-02 9.906476140022277832e-01 4.786387085914611816e-02 1.249445438385009766e+00
9.924511909484863281e-01 2.512273192405700684e-02 9.911984801292419434e-01 4.426965117454528809e-02 1.244217395782470703e+00
9.930500388145446777e-01 2.350365370512008667e-02 9.911984205245971680e-01 4.595896974205970764e-02 1.238610506057739258e+00
9.931293725967407227e-01 2.317965030670166016e-02 9.905349612236022949e-01 5.531047284603118896e-02 1.196745872497558594e+00
9.933465719223022461e-01 2.320823445916175842e-02 9.911108016967773438e-01 5.036777257919311523e-02 1.220497846603393555e+00
9.935947060585021973e-01 2.298983559012413025e-02 9.918119311332702637e-01 4.954448342323303223e-02 1.250144958496093750e+00
9.935676455497741699e-01 2.352992445230484009e-02 9.912360906600952148e-01 5.678663030266761780e-02 1.244375705718994141e+00
9.943275451660156250e-01 2.078720182180404663e-02 9.916115999221801758e-01 5.527567118406295776e-02 1.258499145507812500e+00
9.945966005325317383e-01 1.923163235187530518e-02 9.907602667808532715e-01 7.478784024715423584e-02 1.243800640106201172e+00
9.943190813064575195e-01 2.110120654106140137e-02 9.911233186721801758e-01 7.934030890464782715e-02 1.248108863830566406e+00
9.937576055526733398e-01 2.403528988361358643e-02 9.913862943649291992e-01 5.852361768484115601e-02 1.235763549804687500e+00
