8.889558911323547363e-01 3.768851459026336670e-01 9.706529974937438965e-01 8.559984713792800903e-02 3.058917140960693359e+01
9.612886309623718262e-01 1.280343979597091675e-01 9.825723767280578613e-01 4.927858337759971619e-02 6.465239048004150391e+00
9.675817489624023438e-01 1.027324721217155457e-01 9.815707206726074219e-01 5.199434980750083923e-02 6.394080638885498047e+00
9.717712998390197754e-01 9.333072602748870850e-02 9.845752716064453125e-01 4.412457719445228577e-02 8.724339246749877930e+00
9.738243222236633301e-01 8.873259276151657104e-02 9.860777854919433594e-01 3.945055231451988220e-02 6.613952159881591797e+00
9.730734229087829590e-01 8.946949988603591919e-02 9.871795177459716797e-01 3.956024348735809326e-02 5.481890201568603516e+00
9.743753075599670410e-01 8.304245769977569580e-02 9.872796535491943359e-01 3.854240477085113525e-02 5.552455425262451172e+00
9.752431511878967285e-01 8.112262189388275146e-02 9.872797131538391113e-01 3.777955472469329834e-02 6.896518707275390625e+00
9.757438898086547852e-01 7.743263244628906250e-02 9.864783883094787598e-01 4.252892360091209412e-02 7.881818771362304688e+00
9.739581346511840820e-01 8.426252007484436035e-02 9.843750000000000000e-01 4.943168908357620239e-02 6.384427070617675781e+00
9.763279557228088379e-01 7.715492695569992065e-02 9.853766560554504395e-01 4.508253559470176697e-02 7.371454715728759766e+00
9.777136445045471191e-01 7.281009852886199951e-02 9.876803159713745117e-01 3.933297470211982727e-02 6.110737085342407227e+00
9.762613177299499512e-01 7.643087208271026611e-02 9.869791269302368164e-01 4.152333736419677734e-02 6.386155843734741211e+00
9.792490601539611816e-01 6.825520098209381104e-02 9.879807829856872559e-01 3.682286292314529419e-02 7.692135572433471680e+00
9.776467084884643555e-01 7.180490344762802124e-02 9.864783883094787598e-01 4.624999687075614929e-02 3.152500677108764648e+01
9.786481261253356934e-01 6.852033734321594238e-02 9.872797131538391113e-01 4.305638372898101807e-02 9.368525266647338867e+00
